"index","age","job","housing_loan","personal_loan","credit_default","balance"
35245,34,"services","yes","no","no",-38
35246,24,"blue-collar","yes","no","no",6837
35247,28,"services","yes","no","no",6332
35248,35,"blue-collar","yes","yes","yes",-177
35249,36,"entrepreneur","yes","no","no",280
35250,41,"management","yes","no","no",733
35251,41,"services","yes","no","no",5907
35252,36,"admin.","yes","yes","no",0
35253,36,"management","yes","yes","no",-679
35254,31,"self-employed","yes","no","no",259
35255,40,"admin.","yes","no","no",178
35256,31,"blue-collar","yes","no","no",461
35257,45,"entrepreneur","yes","no","no",3689
35258,58,"retired","yes","no","no",-324
35259,33,"admin.","yes","no","no",475
35260,39,"management","yes","no","no",3
35261,33,"blue-collar","yes","no","no",494
35262,30,"admin.","yes","no","no",187
35263,47,"management","yes","no","no",714
35264,42,"management","yes","no","no",1435
35265,48,"admin.","yes","no","no",-30
35266,39,"blue-collar","yes","no","no",0
35267,41,"technician","yes","no","no",32
35268,36,"management","yes","no","no",4
35269,35,"management","yes","yes","no",1618
35270,35,"services","yes","no","no",544
35271,27,"technician","yes","yes","no",905
35272,39,"management","yes","no","no",4239
35273,44,"blue-collar","yes","no","no",-57
35274,38,"entrepreneur","yes","no","no",-786
35275,32,"blue-collar","yes","no","no",428
35276,34,"technician","yes","yes","no",-1490
35277,32,"blue-collar","yes","no","no",39
35278,30,"services","yes","no","no",-271
35279,33,"entrepreneur","yes","yes","no",2179
35280,33,"services","yes","no","no",358
35281,26,"blue-collar","yes","no","no",2
35282,31,"blue-collar","yes","no","no",11639
35283,39,"entrepreneur","yes","no","no",-271
35284,55,"blue-collar","yes","no","no",-152
35285,21,"technician","yes","no","no",64
35286,37,"management","yes","no","no",502
35287,23,"technician","yes","no","no",4659
35288,24,"admin.","yes","yes","no",61
35289,41,"blue-collar","yes","no","no",6596
35290,58,"retired","no","no","no",138
35291,32,"blue-collar","yes","yes","no",-145
35292,58,"management","yes","no","no",1052
35293,25,"blue-collar","yes","no","no",-392
35294,36,"entrepreneur","yes","no","no",4576
35295,25,"services","yes","no","no",0
35296,46,"management","yes","yes","no",1363
35297,47,"services","yes","no","no",12839
35298,45,"technician","yes","no","no",29
35299,32,"services","yes","no","no",1763
35300,31,"technician","yes","no","no",77
35301,25,"student","yes","no","no",520
35302,54,"technician","yes","no","no",6
35303,39,"technician","yes","no","no",14
35304,44,"technician","yes","no","no",78
35305,31,"blue-collar","no","no","no",1882
35306,59,"admin.","yes","yes","no",2166
35307,53,"blue-collar","yes","no","no",913
35308,28,"services","yes","no","no",168
35309,44,"blue-collar","yes","no","no",4031
35310,39,"technician","yes","no","no",-475
35311,59,"retired","yes","no","no",599
35312,51,"entrepreneur","yes","no","no",228
35313,54,"management","yes","no","no",0
35314,37,"blue-collar","yes","no","no",2469
35315,53,"management","yes","yes","no",34230
35316,57,"management","yes","no","no",779
35317,60,"blue-collar","yes","no","no",322
35318,51,"services","yes","no","no",6
35319,51,"retired","yes","no","no",670
35320,47,"technician","yes","no","no",477
35321,41,"management","yes","no","no",1072
35322,37,"management","no","no","no",64
35323,53,"admin.","yes","no","no",0
35324,37,"blue-collar","yes","yes","no",7
35325,41,"services","yes","no","no",-278
35326,48,"blue-collar","yes","yes","yes",0
35327,33,"technician","yes","no","no",399
35328,30,"technician","yes","no","no",359
35329,57,"self-employed","yes","no","no",192
35330,47,"blue-collar","yes","no","no",25
35331,36,"management","no","no","no",1804
35332,29,"admin.","yes","yes","no",428
35333,37,"blue-collar","yes","no","no",223
35334,58,"services","yes","no","no",2745
35335,53,"self-employed","yes","no","no",1066
35336,44,"services","yes","yes","no",191
35337,24,"admin.","yes","no","no",1725
35338,51,"entrepreneur","yes","no","no",0
35339,54,"management","yes","no","no",8509
35340,48,"technician","yes","no","no",-938
35341,46,"technician","yes","yes","no",-1034
35342,32,"management","yes","yes","no",-307
35343,29,"blue-collar","yes","no","no",2891
35344,31,"technician","yes","yes","no",504
35345,34,"technician","yes","no","no",558
35346,31,"blue-collar","yes","no","no",0
35347,56,"services","yes","yes","no",72
35348,41,"housemaid","no","no","no",322
35349,42,"blue-collar","yes","yes","no",2044
35350,29,"blue-collar","no","no","no",43
35351,42,"services","yes","no","no",2348
35352,35,"blue-collar","yes","no","no",682
35353,42,"admin.","yes","no","no",874
35354,38,"blue-collar","yes","no","no",1
35355,37,"management","yes","no","no",815
35356,40,"technician","yes","yes","no",1001
35357,50,"blue-collar","yes","no","no",16
35358,45,"housemaid","yes","no","no",0
35359,39,"technician","yes","no","no",741
35360,28,"blue-collar","yes","no","no",-470
35361,28,"management","yes","no","no",682
35362,28,"blue-collar","yes","no","no",922
35363,47,"blue-collar","yes","no","no",328
35364,25,"admin.","yes","no","no",122
35365,46,"management","yes","no","no",21
35366,35,"technician","yes","yes","no",1467
35367,43,"blue-collar","yes","no","no",1234
35368,51,"blue-collar","yes","yes","no",57
35369,27,"student","yes","no","no",37
35370,23,"blue-collar","yes","no","no",537
35371,47,"blue-collar","yes","yes","no",206
35372,50,"management","yes","yes","no",0
35373,41,"technician","yes","no","no",5365
35374,57,"retired","yes","no","no",455
35375,30,"blue-collar","yes","yes","no",-109
35376,34,"entrepreneur","yes","no","no",393
35377,47,"services","yes","no","no",278
35378,50,"services","yes","yes","no",5024
35379,34,"blue-collar","yes","no","no",0
35380,48,"services","yes","yes","no",1323
35381,55,"services","no","no","no",0
35382,51,"services","yes","no","no",1703
35383,43,"blue-collar","yes","no","no",181
35384,53,"blue-collar","yes","no","no",148
35385,40,"blue-collar","yes","no","no",32
35386,51,"blue-collar","yes","no","no",160
35387,49,"technician","yes","no","no",0
35388,36,"blue-collar","yes","no","no",0
35389,44,"services","yes","no","no",3
35390,54,"blue-collar","yes","no","no",6242
35391,50,"services","yes","no","no",339
35392,51,"technician","yes","no","no",-1944
35393,55,"blue-collar","yes","no","no",2854
35394,41,"technician","yes","no","no",77
35395,32,"management","yes","no","no",1544
35396,35,"blue-collar","yes","no","no",2227
35397,32,"blue-collar","yes","no","no",-219
35398,30,"entrepreneur","yes","no","yes",-388
35399,40,"blue-collar","yes","no","no",0
35400,58,"blue-collar","yes","no","no",807
35401,31,"technician","yes","no","no",656
35402,40,"blue-collar","yes","no","no",1938
35403,51,"admin.","no","no","no",3025
35404,38,"technician","yes","yes","no",0
35405,36,"blue-collar","yes","no","no",2095
35406,55,"blue-collar","yes","no","no",728
35407,32,"blue-collar","yes","no","no",489
35408,34,"technician","yes","no","no",592
35409,25,"services","yes","yes","no",51
35410,35,"admin.","yes","no","no",0
35411,28,"services","yes","no","no",15
35412,45,"admin.","yes","no","no",-101
35413,34,"management","no","no","no",676
35414,60,"blue-collar","yes","no","no",2090
35415,49,"blue-collar","yes","no","no",-327
35416,34,"services","yes","yes","no",-99
35417,33,"blue-collar","yes","no","no",478
35418,28,"technician","yes","no","no",618
35419,51,"services","yes","no","no",218
35420,59,"management","yes","no","yes",-23
35421,28,"technician","yes","no","no",7449
35422,31,"technician","no","no","no",1626
35423,30,"management","yes","no","no",492
35424,53,"technician","yes","no","no",757
35425,47,"blue-collar","yes","no","no",223
35426,56,"blue-collar","yes","yes","no",982
35427,44,"management","no","no","no",430
35428,31,"management","yes","no","no",202
35429,32,"blue-collar","yes","no","no",216
35430,43,"blue-collar","yes","yes","no",-91
35431,51,"services","yes","no","no",753
35432,23,"technician","yes","no","no",231
35433,31,"entrepreneur","yes","no","no",734
35434,36,"admin.","yes","no","no",9
35435,40,"unemployed","yes","no","no",193
35436,28,"blue-collar","yes","no","no",553
35437,24,"technician","yes","yes","no",1371
35438,53,"blue-collar","yes","no","no",160
35439,44,"services","yes","no","no",2386
35440,37,"management","yes","yes","yes",-1
35441,25,"blue-collar","yes","no","no",758
35442,25,"student","yes","no","no",0
35443,50,"self-employed","yes","no","no",766
35444,29,"technician","yes","no","no",0
35445,48,"admin.","yes","no","no",368
35446,36,"blue-collar","yes","no","no",441
35447,43,"management","yes","no","no",1429
35448,31,"management","yes","no","no",0
35449,38,"services","yes","yes","no",0
35450,27,"management","yes","no","no",405
35451,36,"management","yes","no","no",243
35452,53,"admin.","yes","no","no",26
35453,40,"blue-collar","yes","yes","no",356
35454,31,"admin.","yes","no","no",0
35455,53,"entrepreneur","yes","no","no",162
35456,45,"blue-collar","yes","no","no",54
35457,48,"management","yes","no","no",122
35458,57,"technician","yes","no","no",1753
35459,43,"blue-collar","no","no","no",175
35460,45,"blue-collar","yes","no","no",956
35461,26,"blue-collar","yes","no","no",311
35462,30,"admin.","yes","no","no",239
35463,24,"management","no","yes","no",1085
35464,42,"admin.","yes","no","no",2790
35465,27,"blue-collar","yes","no","no",4
35466,35,"blue-collar","yes","no","no",142
35467,34,"unemployed","yes","no","yes",530
35468,32,"entrepreneur","yes","no","no",-25
35469,46,"blue-collar","yes","no","no",4646
35470,38,"self-employed","no","no","no",1513
35471,47,"entrepreneur","yes","yes","no",77
35472,47,"management","yes","no","no",618
35473,58,"management","yes","no","no",246
35474,28,"admin.","yes","yes","no",-393
35475,38,"management","yes","no","no",546
35476,27,"student","no","no","no",8366
35477,43,"unknown","yes","no","no",703
35478,28,"admin.","yes","no","no",697
35479,52,"management","yes","no","no",-1224
35480,36,"admin.","yes","no","no",181
35481,26,"services","yes","no","no",5533
35482,42,"blue-collar","yes","no","yes",78
35483,28,"self-employed","yes","no","no",270
35484,35,"blue-collar","yes","no","no",1033
35485,50,"blue-collar","yes","no","no",162
35486,27,"services","yes","no","no",814
35487,43,"management","yes","no","no",0
35488,29,"management","yes","no","no",2417
35489,28,"technician","yes","yes","no",417
35490,37,"management","yes","no","no",19
35491,33,"technician","yes","no","no",2
35492,56,"technician","yes","yes","no",264
35493,41,"blue-collar","yes","no","no",424
35494,33,"admin.","yes","no","no",543
35495,28,"self-employed","yes","no","no",75
35496,54,"blue-collar","yes","no","no",1145
35497,24,"technician","yes","no","no",432
35498,39,"technician","yes","no","no",411
35499,36,"housemaid","yes","no","no",556
35500,33,"services","yes","no","no",0
35501,46,"entrepreneur","yes","no","no",193
35502,42,"blue-collar","yes","yes","no",0
35503,38,"technician","yes","no","no",2000
35504,34,"admin.","yes","no","no",48
35505,34,"technician","yes","no","no",105
35506,27,"blue-collar","yes","yes","yes",-717
35507,31,"admin.","yes","no","no",799
35508,35,"admin.","yes","no","no",0
35509,31,"technician","yes","no","no",460
35510,23,"housemaid","yes","no","no",66
35511,26,"housemaid","yes","no","no",13
35512,31,"unemployed","yes","no","no",140
35513,51,"management","yes","yes","no",1854
35514,53,"blue-collar","yes","no","no",2144
35515,49,"blue-collar","yes","no","no",2146
35516,56,"entrepreneur","no","no","no",16125
35517,38,"admin.","yes","yes","no",2801
35518,39,"blue-collar","yes","yes","no",660
35519,38,"blue-collar","yes","no","no",0
35520,57,"services","yes","no","no",1577
35521,33,"blue-collar","yes","no","no",50
35522,29,"blue-collar","yes","no","no",-20
35523,31,"blue-collar","yes","no","no",1664
35524,44,"self-employed","no","no","no",11757
35525,37,"unemployed","yes","yes","no",490
35526,38,"blue-collar","yes","no","no",595
35527,43,"blue-collar","yes","yes","no",1255
35528,41,"technician","yes","no","no",348
35529,28,"admin.","yes","yes","no",-181
35530,32,"blue-collar","yes","no","no",567
35531,32,"management","yes","no","yes",-277
35532,33,"technician","yes","no","no",5214
35533,42,"unemployed","yes","no","no",356
35534,37,"blue-collar","yes","no","no",740
35535,55,"retired","yes","no","no",1
35536,32,"entrepreneur","yes","no","no",0
35537,50,"management","yes","no","no",1174
35538,45,"technician","no","no","no",1240
35539,32,"technician","yes","yes","no",2626
35540,32,"blue-collar","yes","no","no",3014
35541,40,"admin.","yes","no","no",168
35542,38,"entrepreneur","yes","no","no",1134
35543,29,"management","no","no","no",991
35544,32,"admin.","yes","yes","no",203
35545,36,"management","yes","no","no",-252
35546,55,"management","yes","no","no",608
35547,37,"management","yes","no","no",591
35548,39,"services","yes","no","no",1163
35549,59,"retired","yes","no","no",417
35550,39,"blue-collar","yes","no","no",62
35551,33,"technician","yes","no","no",348
35552,31,"services","yes","no","no",1192
35553,24,"services","yes","yes","no",638
35554,36,"technician","yes","no","no",197
35555,46,"technician","yes","no","no",-154
35556,30,"technician","yes","no","no",3086
35557,43,"services","yes","no","no",37
35558,33,"technician","no","no","no",2558
35559,45,"admin.","yes","yes","yes",-106
35560,35,"blue-collar","yes","no","no",848
35561,29,"self-employed","yes","no","no",0
35562,33,"blue-collar","yes","no","no",1221
35563,27,"technician","yes","no","no",130
35564,27,"housemaid","yes","no","no",979
35565,32,"blue-collar","no","no","no",2263
35566,45,"services","yes","yes","no",608
35567,32,"services","yes","no","no",1274
35568,48,"management","no","no","no",60
35569,32,"admin.","yes","no","no",626
35570,30,"management","yes","yes","no",86
35571,32,"admin.","yes","no","no",516
35572,43,"admin.","yes","no","no",146
35573,33,"blue-collar","yes","no","no",0
35574,52,"management","yes","yes","no",0
35575,58,"entrepreneur","yes","no","no",229
35576,37,"blue-collar","yes","yes","no",-158
35577,59,"management","yes","no","no",0
35578,57,"technician","yes","yes","no",3071
35579,39,"technician","yes","no","no",291
35580,44,"management","yes","no","no",0
35581,25,"self-employed","yes","no","no",933
35582,43,"blue-collar","yes","no","no",823
35583,24,"technician","yes","no","no",-540
35584,25,"technician","yes","no","no",2317
35585,33,"services","yes","yes","no",0
35586,46,"retired","yes","no","no",-35
35587,50,"blue-collar","yes","no","no",26
35588,38,"services","yes","no","no",563
35589,33,"technician","yes","no","no",0
35590,26,"student","no","no","no",279
35591,39,"admin.","yes","no","no",464
35592,22,"student","yes","no","no",252
35593,45,"blue-collar","yes","no","no",-184
35594,39,"services","yes","no","no",403
35595,46,"technician","yes","yes","no",-408
35596,51,"blue-collar","yes","no","no",0
35597,53,"blue-collar","yes","no","no",0
35598,35,"blue-collar","yes","no","no",1615
35599,34,"admin.","yes","no","no",0
35600,27,"blue-collar","yes","no","yes",-584
35601,49,"management","yes","no","no",734
35602,54,"blue-collar","yes","no","no",1223
35603,52,"management","yes","yes","no",249
