"index","age","marital","education"
39505,36,"married","secondary"
39506,37,"married","tertiary"
39507,37,"married","secondary"
39508,32,"single","secondary"
39509,33,"married","secondary"
39510,43,"divorced","secondary"
39511,28,"married","secondary"
39512,36,"married","tertiary"
39513,55,"married","tertiary"
39514,31,"single","secondary"
39515,33,"single","secondary"
39516,29,"married","tertiary"
39517,54,"married","secondary"
39518,39,"married","secondary"
39519,35,"single","secondary"
39520,29,"single","secondary"
39521,32,"single","tertiary"
39522,34,"married","tertiary"
39523,37,"married","tertiary"
39524,27,"single","secondary"
39525,32,"single","tertiary"
39526,27,"single","tertiary"
39527,33,"single","tertiary"
39528,40,"married","primary"
39529,48,"single","tertiary"
39530,60,"married","tertiary"
39531,37,"married","secondary"
39532,32,"married","tertiary"
39533,24,"single","unknown"
39534,40,"married","secondary"
39535,24,"single","secondary"
39536,35,"single","secondary"
39537,42,"married","secondary"
39538,34,"single","tertiary"
39539,55,"married","tertiary"
39540,30,"married","tertiary"
39541,32,"single","tertiary"
39542,30,"single","tertiary"
39543,52,"married","secondary"
39544,56,"married","secondary"
39545,30,"single","tertiary"
39546,32,"single","secondary"
39547,58,"married","secondary"
39548,44,"married","tertiary"
39549,43,"married","tertiary"
39550,26,"single","secondary"
39551,25,"single","secondary"
39552,26,"married","tertiary"
39553,36,"married","tertiary"
39554,31,"single","secondary"
39555,40,"married","secondary"
39556,29,"single","secondary"
39557,30,"single","secondary"
39558,27,"single","secondary"
39559,31,"single","tertiary"
39560,33,"single","secondary"
39561,25,"single","tertiary"
39562,37,"married","secondary"
39563,30,"single","tertiary"
39564,47,"married","unknown"
39565,25,"single","tertiary"
39566,51,"married","primary"
39567,34,"married","tertiary"
39568,45,"married","secondary"
39569,33,"married","tertiary"
39570,54,"married","secondary"
39571,34,"single","tertiary"
39572,58,"married","secondary"
39573,27,"single","tertiary"
39574,26,"single","tertiary"
39575,35,"married","tertiary"
39576,25,"single","tertiary"
39577,58,"married","secondary"
39578,60,"divorced","tertiary"
39579,35,"single","secondary"
39580,30,"married","unknown"
39581,54,"married","tertiary"
39582,34,"married","tertiary"
39583,48,"divorced","tertiary"
39584,41,"married","tertiary"
39585,25,"single","tertiary"
39586,27,"single","primary"
39587,26,"single","tertiary"
39588,32,"divorced","tertiary"
39589,58,"married","primary"
39590,43,"married","tertiary"
39591,26,"married","unknown"
39592,24,"married","unknown"
39593,59,"divorced","tertiary"
39594,36,"married","secondary"
39595,31,"married","secondary"
39596,52,"married","secondary"
39597,60,"married","tertiary"
39598,43,"divorced","tertiary"
39599,28,"single","tertiary"
39600,59,"married","tertiary"
39601,28,"single","tertiary"
39602,25,"single","tertiary"
39603,50,"married","tertiary"
39604,21,"single","unknown"
39605,25,"single","tertiary"
39606,57,"married","tertiary"
39607,60,"married","tertiary"
39608,51,"married","tertiary"
39609,26,"single","secondary"
39610,31,"married","tertiary"
39611,34,"single","tertiary"
39612,49,"single","secondary"
39613,34,"married","tertiary"
39614,46,"married","tertiary"
39615,60,"married","unknown"
39616,38,"married","unknown"
39617,30,"single","tertiary"
39618,32,"married","tertiary"
39619,46,"married","secondary"
39620,34,"single","tertiary"
39621,44,"single","tertiary"
39622,34,"married","tertiary"
39623,29,"married","secondary"
39624,32,"married","tertiary"
39625,36,"single","tertiary"
39626,32,"married","unknown"
39627,36,"single","secondary"
39628,55,"divorced","secondary"
39629,25,"single","secondary"
39630,26,"single","tertiary"
39631,21,"single","secondary"
39632,53,"married","primary"
39633,56,"divorced","primary"
39634,34,"single","secondary"
39635,28,"married","secondary"
39636,28,"married","secondary"
39637,29,"single","tertiary"
39638,25,"single","unknown"
39639,34,"married","tertiary"
39640,28,"single","secondary"
39641,33,"single","tertiary"
39642,26,"single","tertiary"
39643,60,"married","tertiary"
39644,29,"single","tertiary"
39645,25,"single","secondary"
39646,60,"married","tertiary"
39647,32,"single","tertiary"
39648,47,"single","secondary"
39649,29,"single","tertiary"
39650,25,"married","tertiary"
39651,21,"single","secondary"
39652,34,"single","tertiary"
39653,32,"married","tertiary"
39654,24,"single","secondary"
39655,41,"single","tertiary"
39656,50,"married","tertiary"
39657,44,"single","tertiary"
39658,47,"married","tertiary"
39659,30,"single","secondary"
39660,29,"married","tertiary"
39661,56,"divorced","unknown"
39662,47,"divorced","secondary"
39663,37,"married","secondary"
39664,27,"single","tertiary"
39665,34,"married","secondary"
39666,60,"divorced","secondary"
39667,26,"single","tertiary"
39668,27,"single","tertiary"
39669,49,"married","primary"
39670,37,"married","secondary"
39671,27,"single","secondary"
39672,28,"single","secondary"
39673,50,"married","secondary"
39674,58,"married","primary"
39675,24,"single","tertiary"
39676,51,"married","unknown"
39677,26,"single","secondary"
39678,43,"married","tertiary"
39679,30,"single","secondary"
39680,39,"married","secondary"
39681,25,"single","tertiary"
39682,37,"married","secondary"
39683,24,"single","secondary"
39684,60,"divorced","secondary"
39685,25,"single","tertiary"
39686,32,"married","secondary"
39687,32,"single","secondary"
39688,25,"single","unknown"
39689,30,"single","tertiary"
39690,54,"single","tertiary"
39691,45,"single","tertiary"
39692,39,"married","secondary"
39693,51,"married","secondary"
39694,35,"married","secondary"
39695,26,"single","secondary"
39696,32,"single","secondary"
39697,54,"divorced","tertiary"
39698,43,"married","tertiary"
39699,25,"single","secondary"
39700,46,"married","tertiary"
39701,24,"single","unknown"
39702,44,"married","tertiary"
39703,36,"married","tertiary"
39704,56,"single","secondary"
39705,38,"single","secondary"
39706,25,"single","tertiary"
39707,23,"single","secondary"
39708,28,"single","tertiary"
39709,42,"married","tertiary"
39710,21,"single","secondary"
39711,26,"single","tertiary"
39712,58,"married","secondary"
39713,54,"divorced","tertiary"
39714,25,"single","tertiary"
39715,55,"divorced","secondary"
39716,32,"single","secondary"
39717,25,"single","unknown"
39718,39,"single","secondary"
39719,28,"married","tertiary"
39720,32,"single","tertiary"
39721,55,"married","tertiary"
39722,30,"single","tertiary"
39723,52,"married","secondary"
39724,43,"married","secondary"
39725,39,"married","tertiary"
39726,29,"single","tertiary"
39727,56,"married","secondary"
39728,23,"single","unknown"
39729,50,"married","tertiary"
39730,34,"married","tertiary"
39731,29,"married","secondary"
39732,26,"single","tertiary"
39733,36,"married","tertiary"
39734,58,"married","secondary"
39735,36,"married","secondary"
39736,35,"single","tertiary"
39737,45,"married","unknown"
39738,30,"married","secondary"
39739,24,"single","secondary"
39740,24,"single","secondary"
39741,25,"single","secondary"
39742,31,"single","secondary"
39743,25,"married","secondary"
39744,51,"married","tertiary"
39745,30,"single","tertiary"
39746,45,"single","tertiary"
39747,32,"single","secondary"
39748,38,"single","secondary"
39749,35,"single","tertiary"
39750,57,"married","tertiary"
39751,37,"married","tertiary"
39752,55,"married","secondary"
39753,57,"married","secondary"
39754,57,"married","tertiary"
39755,55,"married","secondary"
39756,28,"single","tertiary"
39757,38,"single","tertiary"
39758,48,"married","tertiary"
39759,46,"divorced","secondary"
39760,26,"single","tertiary"
39761,25,"single","tertiary"
39762,49,"married","tertiary"
39763,25,"single","secondary"
39764,40,"divorced","tertiary"
39765,43,"married","tertiary"
39766,38,"divorced","secondary"
39767,41,"divorced","tertiary"
39768,47,"married","tertiary"
39769,37,"married","tertiary"
39770,60,"married","secondary"
39771,46,"divorced","tertiary"
39772,24,"single","unknown"
39773,45,"married","secondary"
39774,33,"married","tertiary"
39775,45,"married","tertiary"
39776,30,"married","tertiary"
39777,59,"married","secondary"
39778,59,"married","tertiary"
39779,46,"single","secondary"
39780,26,"single","secondary"
39781,25,"single","secondary"
39782,31,"single","primary"
39783,58,"single","tertiary"
39784,34,"single","secondary"
39785,58,"married","tertiary"
39786,49,"married","secondary"
39787,25,"single","secondary"
39788,53,"married","secondary"
39789,42,"married","secondary"
39790,43,"married","tertiary"
39791,49,"married","secondary"
39792,54,"married","tertiary"
39793,47,"married","secondary"
39794,55,"married","secondary"
39795,52,"married","secondary"
39796,37,"married","tertiary"
39797,52,"married","primary"
39798,60,"married","tertiary"
39799,34,"married","secondary"
39800,57,"married","tertiary"
39801,35,"single","tertiary"
39802,56,"married","tertiary"
39803,47,"single","unknown"
39804,46,"married","tertiary"
39805,52,"married","primary"
39806,45,"married","tertiary"
39807,48,"married","primary"
39808,50,"married","tertiary"
39809,49,"single","tertiary"
39810,30,"single","tertiary"
39811,54,"divorced","secondary"
39812,53,"married","secondary"
39813,43,"divorced","tertiary"
39814,42,"divorced","tertiary"
39815,46,"divorced","secondary"
39816,23,"single","secondary"
39817,48,"married","tertiary"
39818,30,"single","tertiary"
39819,38,"single","tertiary"
39820,38,"single","secondary"
39821,34,"single","unknown"
39822,39,"single","tertiary"
39823,52,"single","secondary"
39824,58,"married","primary"
39825,57,"divorced","primary"
39826,27,"single","tertiary"
39827,60,"married","tertiary"
39828,58,"married","tertiary"
39829,55,"married","secondary"
39830,31,"single","tertiary"
39831,27,"single","secondary"
39832,44,"divorced","tertiary"
39833,34,"married","tertiary"
39834,50,"divorced","secondary"
39835,40,"married","secondary"
39836,36,"married","tertiary"
39837,41,"married","tertiary"
39838,36,"married","tertiary"
39839,36,"single","secondary"
39840,47,"married","tertiary"
39841,30,"single","tertiary"
39842,32,"married","tertiary"
39843,47,"single","unknown"
39844,43,"married","secondary"
39845,29,"single","tertiary"
39846,54,"divorced","secondary"
39847,26,"single","tertiary"
39848,34,"divorced","tertiary"
39849,37,"married","secondary"
39850,32,"single","secondary"
39851,37,"married","secondary"
39852,34,"married","tertiary"
39853,36,"single","tertiary"
39854,53,"married","unknown"
39855,48,"married","secondary"
39856,26,"single","tertiary"
39857,30,"single","secondary"
39858,36,"single","secondary"
39859,44,"married","tertiary"
39860,45,"married","tertiary"
39861,26,"single","tertiary"
39862,34,"single","tertiary"
39863,29,"single","tertiary"
39864,40,"married","secondary"
39865,26,"married","secondary"
39866,40,"single","tertiary"
39867,47,"married","tertiary"
39868,56,"divorced","primary"
39869,41,"married","secondary"
39870,34,"married","tertiary"
39871,35,"married","secondary"
39872,43,"married","secondary"
39873,59,"divorced","secondary"
39874,52,"divorced","secondary"
39875,38,"married","tertiary"
39876,38,"married","secondary"
39877,38,"married","tertiary"
39878,49,"divorced","tertiary"
39879,33,"divorced","secondary"
39880,28,"single","unknown"
39881,50,"married","secondary"
39882,39,"single","secondary"
39883,56,"divorced","secondary"
39884,53,"married","secondary"
39885,60,"married","secondary"
39886,57,"married","primary"
39887,25,"single","tertiary"
39888,39,"married","secondary"
39889,42,"married","secondary"
39890,45,"married","tertiary"
39891,36,"married","secondary"
39892,50,"married","primary"
39893,25,"single","tertiary"
39894,29,"single","tertiary"
39895,49,"married","tertiary"
39896,27,"single","tertiary"
39897,55,"divorced","tertiary"
39898,51,"married","secondary"
39899,32,"married","tertiary"
39900,35,"married","secondary"
39901,39,"single","tertiary"
39902,53,"married","primary"
39903,45,"single","secondary"
39904,60,"married","primary"
39905,38,"married","secondary"
39906,30,"single","tertiary"
39907,56,"married","secondary"
39908,31,"single","tertiary"
39909,56,"divorced","tertiary"
39910,29,"single","secondary"
39911,41,"married","secondary"
39912,28,"single","tertiary"
39913,49,"married","secondary"
39914,24,"single","secondary"
39915,26,"single","secondary"
39916,32,"married","secondary"
39917,34,"single","secondary"
39918,32,"divorced","tertiary"
39919,29,"married","secondary"
39920,46,"married","secondary"
39921,57,"married","primary"
39922,41,"married","secondary"
39923,40,"married","secondary"
39924,45,"divorced","tertiary"
39925,28,"single","tertiary"
39926,43,"single","secondary"
39927,44,"married","secondary"
39928,33,"divorced","tertiary"
39929,35,"married","unknown"
39930,54,"single","secondary"
39931,37,"married","tertiary"
39932,58,"married","tertiary"
39933,52,"married","tertiary"
39934,54,"married","tertiary"
39935,35,"married","tertiary"
39936,30,"married","secondary"
39937,38,"married","secondary"
39938,39,"single","tertiary"
39939,49,"married","tertiary"
39940,38,"single","secondary"
39941,40,"single","tertiary"
39942,35,"married","tertiary"
39943,30,"married","tertiary"
39944,34,"single","secondary"
39945,34,"married","tertiary"
39946,35,"divorced","secondary"
39947,54,"married","primary"
39948,54,"married","tertiary"
39949,27,"single","secondary"
39950,56,"married","secondary"
