"index","job","housing_loan","personal_loan","credit_default","balance"
34903,"management","yes","yes","no",-679
34904,"management","yes","no","no",1494
34905,"admin.","yes","no","no",680
34906,"services","no","no","yes",2
34907,"management","yes","yes","no",93
34908,"admin.","yes","no","no",0
34909,"technician","no","no","no",13
34910,"unemployed","no","no","no",7
34911,"technician","yes","yes","no",613
34912,"blue-collar","yes","no","no",91
34913,"blue-collar","yes","no","no",689
34914,"self-employed","no","no","no",10924
34915,"admin.","yes","no","no",0
34916,"blue-collar","yes","yes","no",-457
34917,"services","yes","yes","no",432
34918,"services","yes","no","no",347
34919,"admin.","yes","no","yes",2405
34920,"blue-collar","yes","no","no",5903
34921,"management","yes","no","no",7506
34922,"technician","yes","no","no",1255
34923,"admin.","yes","no","no",31
34924,"services","yes","no","no",411
34925,"blue-collar","yes","no","yes",-206
34926,"entrepreneur","yes","yes","no",0
34927,"blue-collar","yes","no","yes",17
34928,"technician","yes","no","no",827
34929,"blue-collar","yes","no","no",-95
34930,"services","yes","no","no",1268
34931,"blue-collar","yes","no","no",-110
34932,"management","yes","no","no",-27
34933,"blue-collar","yes","yes","no",80
34934,"unemployed","yes","no","no",0
34935,"technician","yes","no","no",115
34936,"blue-collar","yes","no","no",290
34937,"management","yes","no","no",102
34938,"blue-collar","yes","no","no",5137
34939,"self-employed","no","no","no",592
34940,"technician","yes","no","no",0
34941,"admin.","no","no","no",223
34942,"admin.","yes","no","no",69
34943,"blue-collar","yes","no","yes",-233
34944,"technician","yes","no","no",636
34945,"technician","yes","yes","no",2
34946,"management","yes","yes","no",586
34947,"management","yes","no","no",-192
34948,"admin.","yes","no","no",552
34949,"entrepreneur","yes","no","no",558
34950,"management","yes","no","no",28
34951,"technician","yes","no","no",2203
34952,"unemployed","yes","yes","no",728
34953,"admin.","yes","no","no",752
34954,"services","yes","no","no",-121
34955,"technician","yes","yes","no",183
34956,"student","yes","no","no",310
34957,"management","yes","no","no",471
34958,"technician","yes","no","no",2242
34959,"services","no","yes","no",-33
34960,"entrepreneur","yes","no","no",1416
34961,"management","yes","no","no",802
34962,"blue-collar","yes","yes","no",748
34963,"technician","yes","no","no",3
34964,"blue-collar","yes","no","no",-216
34965,"management","yes","no","no",99
34966,"blue-collar","no","no","yes",21
34967,"management","no","no","no",0
34968,"blue-collar","yes","no","no",663
34969,"entrepreneur","yes","yes","no",501
34970,"services","yes","no","no",22
34971,"blue-collar","yes","no","no",111
34972,"services","yes","no","no",991
34973,"technician","yes","yes","no",1016
34974,"admin.","yes","yes","no",177
34975,"management","no","yes","no",1517
34976,"admin.","yes","no","no",266
34977,"management","yes","no","no",2640
34978,"blue-collar","yes","yes","no",18
34979,"technician","yes","no","yes",-92
34980,"unemployed","yes","no","no",4969
34981,"technician","yes","yes","no",-803
34982,"blue-collar","yes","no","no",-225
34983,"blue-collar","yes","no","no",1491
34984,"management","yes","yes","no",-248
34985,"management","yes","no","no",1494
34986,"services","yes","no","no",1872
34987,"entrepreneur","yes","no","no",339
34988,"entrepreneur","yes","yes","no",37
34989,"management","yes","no","no",4293
34990,"blue-collar","yes","no","no",678
34991,"unemployed","yes","no","no",1010
34992,"technician","yes","no","no",571
34993,"management","yes","no","no",83
34994,"management","yes","no","no",222
34995,"admin.","yes","no","no",305
34996,"blue-collar","yes","no","no",191
34997,"services","yes","no","no",79
34998,"blue-collar","yes","no","no",162
34999,"services","yes","no","no",2597
35000,"technician","yes","no","no",3345
35001,"housemaid","yes","yes","no",0
35002,"blue-collar","yes","no","no",-295
35003,"services","yes","no","no",6882
35004,"self-employed","yes","yes","no",252
35005,"blue-collar","yes","no","no",230
35006,"admin.","yes","no","no",609
35007,"admin.","yes","no","no",458
35008,"blue-collar","yes","no","yes",-542
35009,"blue-collar","yes","no","no",114
35010,"services","yes","no","no",0
35011,"technician","yes","no","no",568
35012,"entrepreneur","yes","no","no",842
35013,"technician","yes","yes","no",530
35014,"technician","yes","no","no",-78
35015,"technician","yes","no","no",-360
35016,"management","yes","no","no",503
35017,"blue-collar","yes","no","no",289
35018,"self-employed","yes","no","no",2303
35019,"technician","yes","no","no",557
35020,"management","yes","no","no",-1884
35021,"blue-collar","yes","no","no",4401
35022,"student","yes","no","no",834
35023,"management","yes","no","no",509
35024,"blue-collar","yes","no","no",-190
35025,"management","yes","no","no",272
35026,"admin.","yes","no","no",27
35027,"management","yes","no","no",0
35028,"admin.","yes","no","no",-429
35029,"services","yes","yes","yes",-483
35030,"blue-collar","yes","no","no",524
35031,"blue-collar","yes","no","no",130
35032,"technician","yes","no","no",0
35033,"management","yes","no","no",5990
35034,"technician","yes","no","no",1
35035,"services","yes","no","no",260
35036,"admin.","yes","no","no",614
35037,"management","yes","yes","no",2576
35038,"blue-collar","yes","no","no",623
35039,"admin.","yes","no","no",828
35040,"technician","yes","no","no",634
35041,"student","yes","no","no",3096
35042,"entrepreneur","yes","no","no",355
35043,"management","yes","no","no",5289
35044,"management","yes","yes","no",372
35045,"blue-collar","yes","yes","no",313
35046,"blue-collar","yes","no","no",638
35047,"management","yes","no","no",-334
35048,"management","yes","no","no",2470
35049,"blue-collar","yes","no","no",34
35050,"self-employed","yes","no","no",1187
35051,"admin.","yes","no","no",519
35052,"admin.","yes","no","no",985
35053,"blue-collar","yes","yes","no",1114
35054,"management","yes","no","no",432
35055,"services","yes","no","no",27
35056,"admin.","yes","no","no",-2
35057,"management","yes","no","no",3935
35058,"management","yes","no","no",1988
35059,"blue-collar","yes","no","no",486
35060,"technician","yes","no","no",1345
35061,"technician","yes","yes","yes",-375
35062,"blue-collar","yes","no","no",51
35063,"services","yes","no","no",346
35064,"admin.","no","no","no",6205
35065,"blue-collar","yes","no","no",25
35066,"admin.","yes","no","no",1282
35067,"blue-collar","yes","yes","no",417
35068,"admin.","yes","yes","no",0
35069,"unemployed","yes","no","no",285
35070,"technician","yes","yes","no",146
35071,"blue-collar","yes","no","no",343
35072,"blue-collar","yes","no","no",0
35073,"blue-collar","yes","no","no",-6
35074,"blue-collar","yes","no","no",13
35075,"blue-collar","yes","no","no",147
35076,"management","yes","no","no",429
35077,"technician","yes","no","no",1259
35078,"management","yes","no","no",991
35079,"entrepreneur","yes","yes","no",2
35080,"management","yes","yes","no",59
35081,"self-employed","yes","no","no",327
35082,"services","yes","no","no",326
35083,"services","yes","no","no",0
35084,"blue-collar","yes","no","no",4
35085,"blue-collar","yes","no","no",0
35086,"admin.","yes","no","yes",-166
35087,"management","yes","no","no",318
35088,"blue-collar","yes","yes","no",-940
35089,"blue-collar","yes","no","no",-457
35090,"services","yes","no","no",-414
35091,"services","yes","no","no",0
35092,"management","yes","no","no",427
35093,"services","yes","no","no",0
35094,"student","yes","no","no",47
35095,"admin.","yes","no","no",49
35096,"technician","yes","no","no",741
35097,"blue-collar","yes","no","no",1407
35098,"blue-collar","yes","no","no",-1400
35099,"unemployed","yes","yes","no",1147
35100,"blue-collar","yes","yes","no",100
35101,"technician","yes","no","no",435
35102,"student","yes","no","no",602
35103,"blue-collar","no","no","no",48
35104,"entrepreneur","yes","no","no",0
35105,"blue-collar","yes","no","no",-71
35106,"management","yes","no","no",705
35107,"blue-collar","yes","no","no",289
35108,"blue-collar","yes","no","no",777
35109,"technician","no","no","no",1254
35110,"management","yes","no","no",152
35111,"technician","yes","no","no",2468
35112,"management","yes","no","no",6
35113,"management","yes","yes","no",1598
35114,"blue-collar","yes","no","no",2953
35115,"blue-collar","yes","yes","no",-400
35116,"blue-collar","yes","no","no",-71
35117,"technician","yes","no","no",440
35118,"management","yes","no","no",0
35119,"technician","yes","no","no",147
35120,"management","yes","no","no",802
35121,"technician","yes","no","no",275
35122,"technician","yes","no","no",747
35123,"management","yes","yes","no",2911
35124,"management","yes","yes","no",-692
35125,"self-employed","yes","yes","no",148
35126,"blue-collar","yes","no","no",223
35127,"management","yes","no","no",-206
35128,"student","no","no","no",115
35129,"management","yes","no","no",104
35130,"blue-collar","yes","yes","no",-57
35131,"blue-collar","yes","no","no",2111
35132,"admin.","yes","no","no",22
35133,"admin.","yes","no","no",122
35134,"self-employed","yes","yes","no",1304
35135,"blue-collar","yes","no","no",-254
35136,"management","yes","no","no",3663
35137,"entrepreneur","yes","no","no",151
35138,"technician","yes","no","no",505
35139,"blue-collar","yes","no","no",1402
35140,"blue-collar","yes","yes","no",4
35141,"blue-collar","yes","no","no",975
35142,"blue-collar","yes","yes","no",0
35143,"student","yes","no","no",502
35144,"management","yes","no","no",29
35145,"student","yes","no","no",1209
35146,"entrepreneur","yes","no","no",0
35147,"services","yes","no","no",1700
35148,"services","yes","no","no",92
35149,"management","yes","no","no",199
35150,"blue-collar","yes","no","no",-864
35151,"management","yes","yes","no",3185
35152,"technician","yes","no","no",2777
35153,"unemployed","yes","yes","no",2173
35154,"management","yes","no","no",1780
35155,"services","yes","no","no",10
35156,"self-employed","yes","no","no",253
35157,"management","yes","no","no",2679
35158,"services","yes","no","no",0
35159,"blue-collar","yes","yes","no",-701
35160,"blue-collar","yes","yes","no",0
35161,"management","yes","yes","no",-559
35162,"blue-collar","yes","no","no",7475
35163,"admin.","yes","no","no",448
35164,"admin.","yes","no","no",490
35165,"blue-collar","yes","yes","no",990
35166,"admin.","yes","no","no",0
35167,"management","yes","yes","no",2465
35168,"technician","yes","no","no",169
35169,"admin.","yes","no","no",2040
35170,"management","yes","no","no",23
35171,"blue-collar","yes","no","no",89
35172,"admin.","yes","no","no",504
35173,"blue-collar","yes","no","no",1326
35174,"blue-collar","yes","yes","no",293
35175,"services","yes","no","no",14
35176,"blue-collar","yes","no","yes",87
35177,"management","yes","no","no",171
35178,"blue-collar","yes","no","no",-247
35179,"technician","yes","yes","no",250
35180,"management","yes","no","no",41
35181,"blue-collar","yes","no","no",887
35182,"admin.","yes","no","no",1854
35183,"management","yes","no","no",968
35184,"services","yes","no","no",369
35185,"management","yes","no","no",874
35186,"self-employed","yes","yes","no",2441
35187,"admin.","yes","no","no",-194
35188,"management","yes","no","no",441
35189,"management","yes","no","no",29
35190,"services","yes","yes","no",343
35191,"blue-collar","yes","no","no",245
35192,"admin.","yes","no","no",-370
35193,"admin.","yes","no","no",422
35194,"entrepreneur","yes","no","no",140
35195,"technician","yes","no","no",883
35196,"services","yes","no","no",1629
35197,"admin.","yes","no","no",400
35198,"blue-collar","yes","no","no",292
35199,"self-employed","yes","no","no",167
35200,"services","yes","no","no",459
35201,"technician","yes","no","no",3875
35202,"blue-collar","yes","no","no",-131
35203,"blue-collar","yes","no","no",471
35204,"blue-collar","yes","no","no",0
35205,"technician","yes","yes","no",44
35206,"admin.","yes","no","no",544
35207,"management","yes","no","no",1495
35208,"blue-collar","yes","no","no",322
35209,"management","no","no","no",2607
35210,"services","yes","no","no",4
35211,"admin.","yes","no","no",24
35212,"services","yes","no","no",58
35213,"management","yes","no","no",300
35214,"services","yes","no","no",1646
35215,"technician","no","no","no",69
35216,"technician","yes","yes","no",514
35217,"blue-collar","yes","no","no",381
35218,"unknown","yes","no","no",-295
35219,"management","yes","no","no",260
35220,"technician","no","no","no",49
35221,"services","yes","yes","no",426
35222,"management","yes","no","no",641
35223,"admin.","yes","no","no",222
35224,"blue-collar","yes","no","no",1291
35225,"entrepreneur","yes","yes","no",806
35226,"management","yes","no","no",114
35227,"management","yes","no","no",396
35228,"blue-collar","yes","no","no",959
35229,"blue-collar","yes","no","no",-219
35230,"blue-collar","yes","no","no",1461
35231,"management","yes","no","no",94
35232,"technician","yes","no","no",178
35233,"technician","yes","no","no",-211
35234,"blue-collar","yes","no","no",134
35235,"admin.","yes","no","no",673
35236,"technician","yes","no","no",129
35237,"management","yes","no","no",900
35238,"blue-collar","yes","no","no",4860
35239,"self-employed","yes","no","no",544
35240,"technician","yes","yes","no",1210
35241,"entrepreneur","no","no","no",-164
35242,"management","yes","no","no",1033
35243,"blue-collar","yes","no","no",251
35244,"blue-collar","yes","yes","no",1147
35245,"services","yes","no","no",-38
35246,"blue-collar","yes","no","no",6837
